"INDEX",  "ENCODER VALUE",  "DISTANCE"1, 2429.401889334934, 3000
2, 2431.607112844829, 3000
3, 2433.9284007499814, 3000
4, 2436.481817445649, 3000
5, 2438.7450731531726, 3000
6, 2440.9502966630675, 3000
7, 2443.213552370591, 3000
8, 2445.7669690662588, 3000
9, 2448.3784179595555, 3000
10, 2451.744285422026, 3000
11, 2454.936056291611, 3000
12, 2457.2573441967634, 3000
13, 2459.9848574853177, 3000
14, 2462.5382741809854, 3000
15, 2465.091690876653, 3000
16, 2467.6160914735065, 3000
17, 2469.87934718103, 3000
18, 2472.4037477778834, 3000
19, 2474.696019584221, 3000
20, 2476.930259192931, 3000
21, 2478.9904022087535, 3000
22, 2478.9904022087535, 3000
23, 2479.6287563826704, 3000
24, 2482.58839846174, 3000
25, 2485.257879552665, 3000
26, 2487.608183556632, 3000
27, 2490.2776646475572, 3000
28, 2493.498451615956, 3000
29, 2496.2549810033247, 3000
30, 2498.8083976989924, 3000
31, 2501.36181439466, 3000
32, 2503.8862149915135, 3000
33, 2506.700776576511, 3000
34, 2508.993048382849, 3000
35, 2511.8076099678465, 3000
36, 2514.709219849287, 3000
37, 2517.523781434284, 3000
38, 2521.876196256445, 3000
39, 2524.8358383355144, 3000
40, 2527.2731906359245, 3000
41, 2529.0141565647887, 3000
42, 2529.0141565647887, 3000
43, 2529.6815268375203, 3000
44, 2531.944782545044, 3000
45, 2534.962456821742, 3000
46, 2537.8930828019975, 3000
47, 2540.475515596479, 3000
48, 2542.680739106374, 3000
49, 2544.9439948138975, 3000
50, 2547.8165885965236, 3000
51, 2550.979343367294, 3000
52, 2553.5327600629616, 3000
53, 2556.260273351516, 3000
54, 2558.4945129602247, 3000
55, 2561.076945754707, 3000
56, 2563.6013463515606, 3000
57, 2566.4739401341867, 3000
58, 2568.708179742896, 3000
59, 2572.1901116006247, 3000
60, 2574.7435282962924, 3000
61, 2577.267928893146, 3000
62, 2578.9798787231957, 3000
63, 2579.00889482201, 3000
64, 2579.00889482201, 3000
65, 2579.5311846006693, 3000
66, 2582.490826679739, 3000
67, 2585.073259474221, 3000
68, 2587.9168371580326, 3000
69, 2590.4702538537003, 3000
70, 2593.6330086244707, 3000
71, 2596.476586308282, 3000
72, 2599.523276683795, 3000
73, 2601.757516292504, 3000
74, 2604.2819168893575, 3000
75, 2607.357623363684, 3000
76, 2609.911040059352, 3000
77, 2612.783633841978, 3000
78, 2615.62721152579, 3000
79, 2619.225207778776, 3000
80, 2621.778624474444, 3000
81, 2625.057443640472, 3000
82, 2628.568391597015, 3000
83, 2629.003633079231, 3000
84, 2629.003633079231, 3000
